left_eye_center_x,left_eye_center_y,right_eye_center_x,right_eye_center_y,left_eye_inner_corner_x,left_eye_inner_corner_y,left_eye_outer_corner_x,left_eye_outer_corner_y,right_eye_inner_corner_x,right_eye_inner_corner_y,right_eye_outer_corner_x,right_eye_outer_corner_y,left_eyebrow_inner_end_x,left_eyebrow_inner_end_y,left_eyebrow_outer_end_x,left_eyebrow_outer_end_y,right_eyebrow_inner_end_x,right_eyebrow_inner_end_y,right_eyebrow_outer_end_x,right_eyebrow_outer_end_y,nose_tip_x,nose_tip_y,mouth_left_corner_x,mouth_left_corner_y,mouth_right_corner_x,mouth_right_corner_y,mouth_center_top_lip_x,mouth_center_top_lip_y,mouth_center_bottom_lip_x,mouth_center_bottom_lip_y
0.6878496240604166,0.40627368421041665,0.31486466165416666,0.379392481203125,0.6206466165416666,0.4129939849625,0.761774436090625,0.41635413533854165,0.3787142857145833,0.38947293233125,0.24430075188020836,0.38947293233125,0.5932631578947917,0.30243383458645834,0.8356992481197917,0.33570977443645833,0.4190375939854167,0.302107518796875,0.17037894736875,0.3088278195489583,0.46271428571458334,0.5944458646614583,0.6374511278197916,0.833022556390625,0.29806766917291666,0.8061353383458334,0.45117293233125005,0.7597443609020833,0.44927819548854164,0.8800601503760417
0.6701347517729167,0.36427163120520833,0.3119716312052083,0.34842411347499996,0.6130851063833334,0.36744113475208334,0.7366950354614583,0.3769496453895833,0.37536170212812503,0.35793262411354165,0.25492198581562503,0.3452546099291667,0.5623687943260417,0.2945411347520833,0.8191063829791667,0.31672836879479166,0.44509219858125,0.27235460992916666,0.17568085106354167,0.28186312056770835,0.5021489361697916,0.5798014184395833,0.5877234042552083,0.7953333333333333,0.36585815602812505,0.7921631205677083,0.486297872340625,0.7319432624114582,0.47362411347500005,0.8904184397166667
0.6776776315791667,0.3636421052635417,0.32191447368437504,0.3636421052635417,0.618875,0.37834342105312496,0.73942105263125,0.37834342105312496,0.39248026315833334,0.37834342105312496,0.26017105263125,0.38128355263124997,0.5806513157895833,0.2871973684208333,0.821743421053125,0.34012105263125,0.4395197368416666,0.29307763157916666,0.17490789473645832,0.3342407894739583,0.4953881578947917,0.5576973684208334,0.6335723684208333,0.7605657894739584,0.3513157894739583,0.757625,0.4924473684208333,0.731164473684375,0.4924473684208333,0.819368421053125
0.6794347826083333,0.3881434782604167,0.33357391304375,0.3881434782604167,0.6250347826083333,0.40757478260833335,0.7532782608697918,0.3998017391302083,0.391860869565625,0.4036886956520833,0.26361739130416667,0.39591565217395835,0.5878521739135417,0.32218608695625,0.8115652173916666,0.32985130434791665,0.4340782608697917,0.32343739130416665,0.21310434782604168,0.31155565217395836,0.5404695652177084,0.5642347826083333,0.6833217391302083,0.7573304347822917,0.38797391304375,0.7728695652177083,0.5239913043479166,0.7301217391302083,0.5370956521739584,0.8152956521739583
0.6950552147239583,0.41272147239270834,0.33588343558333333,0.39627116564375003,0.61006134969375,0.41272147239270834,0.7553742331291667,0.415463190184375,0.38523312883437505,0.40723803680937504,0.23443865030625,0.3990128834354167,0.5963496932510417,0.31950184049062497,0.810030674846875,0.33059631901875003,0.3962024539875,0.3222435582822917,0.165894478528125,0.31950184049062497,0.451036809815625,0.6759325153375001,0.6319938650302083,0.80753374233125,0.3249141104291667,0.8020552147239584,0.468361963190625,0.7677852760739583,0.46069938650312503,0.9049079754604167
0.7258411214958334,0.4163411214958333,0.303995327103125,0.39128504672916664,0.6548364485979167,0.4184299065416666,0.8010233644864583,0.42887383177604166,0.37917757009375,0.4100794392520833,0.226724299065625,0.40172429906562496,0.6225654205604166,0.32970093457916666,0.8678504672895833,0.36831308411249997,0.41050000000000003,0.3181915887854167,0.15571962616770832,0.33489719626145836,0.546546728971875,0.6124999999999999,0.6757196261677083,0.8590747663552083,0.333233644859375,0.8507196261677082,0.5136261682239583,0.8175794392520833,0.5149205607479167,0.9781121495322916
0.66804026845625,0.35718791946354167,0.308114093959375,0.34518791946354166,0.602053691275,0.3661879194635416,0.7190268456375,0.35718791946354167,0.362100671140625,0.35118791946354166,0.251127516778125,0.34518791946354166,0.611053691275,0.28220134228229166,0.79401342281875,0.3032013422822917,0.41909395973124997,0.28220134228229166,0.20313422818750002,0.28820134228229166,0.488073825503125,0.5521476510062501,0.581060402684375,0.7351140939593751,0.35310738255,0.732114093959375,0.4700805369125,0.6781208053687501,0.4730805369125,0.81309395973125
0.7028009708739583,0.4105567961166667,0.3057912621354167,0.41272621359270834,0.6203640776697917,0.4214038834947917,0.787412621359375,0.41706504854375,0.39039805825208335,0.4214038834947917,0.21901456310729164,0.41706504854375,0.5834805825239583,0.28472815533958334,0.8763592233010417,0.32594805825208334,0.414262135921875,0.28038932038854164,0.12355825242708333,0.33245631067916664,0.49887378640729163,0.5927912621354167,0.6962912621354166,0.8336019417479167,0.3144708737864583,0.8466165048541666,0.5010436893208333,0.7424854368927084,0.5053834951458334,0.948582524271875
0.6854466666666666,0.3620333333333334,0.28620666666666666,0.37693333333333334,0.6109600000000001,0.3888466666666666,0.7599266666666668,0.37395333333333336,0.37856666666666666,0.38586666666666664,0.21172,0.3918266666666667,0.59904,0.2607333333333333,0.8257666666666666,0.29827333333333333,0.37856666666666666,0.27265333333333336,0.13426000000000002,0.32628,0.5007266666666667,0.5765466666666667,0.6824666666666667,0.7642533333333333,0.32494,0.7791466666666667,0.51264,0.7046666666666667,0.51562,0.8655533333333333
0.6679294871791667,0.38271153846145833,0.3069679487177083,0.39989743589791665,0.610634615384375,0.39417307692291664,0.7424166666666667,0.388441025640625,0.3785897435895833,0.411358974359375,0.23821153846145834,0.41708974358958334,0.5934487179489584,0.29676794871770834,0.791115384615625,0.3082269230770833,0.38144871794895835,0.3053621794875,0.17518589743541668,0.35406410256458337,0.510365384615625,0.5660576923072916,0.685121794871875,0.72075641025625,0.34134615384583333,0.75226923076875,0.51323076923125,0.7035705128208334,0.5160961538458334,0.8009743589739583
